1	0:00	16:9 widescreen, intentionally bad amateur MS Paint drawing, simple childish stick-figure style, wobbly hand-drawn thick uneven black outlines, flat solid colors only, completely white background, mostly empty space, centered composition, dot eyes, round heads, straight-line stick bodies, basic squares and circles, crude hand-lettered labels, zero shading, zero 3D, zero cinematic lighting. Scene: a single stick figure holding a phone, a big button on the phone screen reads SIGN UP
2	0:03	16:9 widescreen, intentionally bad amateur MS Paint drawing, simple childish stick-figure style, wobbly hand-drawn thick uneven black outlines, flat solid colors only, completely white background, mostly empty space, centered composition, dot eyes, round heads, straight-line stick bodies, basic squares and circles, crude hand-lettered labels, zero shading, zero 3D, zero cinematic lighting. Scene: a big thumb tapping a phone, a small clock showing 30s, a tiny square labeled PAY
3	0:07	16:9 widescreen, intentionally bad amateur MS Paint drawing, simple childish stick-figure style, wobbly hand-drawn thick uneven black outlines, flat solid colors only, completely white background, mostly empty space, centered composition, dot eyes, round heads, straight-line stick bodies, basic squares and circles, crude hand-lettered labels, zero shading, zero 3D, zero cinematic lighting. Scene: a confused stick figure standing in front of a closed door
4	0:08	16:9 widescreen, intentionally bad amateur MS Paint drawing, simple childish stick-figure style, wobbly hand-drawn thick uneven black outlines, flat solid colors only, completely white background, mostly empty space, centered composition, dot eyes, round heads, straight-line stick bodies, basic squares and circles, crude hand-lettered labels, zero shading, zero 3D, zero cinematic lighting. Scene: a phone screen with a magnifying glass over it, no cancel button, a shrugging stick figure
5	0:10	16:9 widescreen, intentionally bad amateur MS Paint drawing, simple childish stick-figure style, wobbly hand-drawn thick uneven black outlines, flat solid colors only, completely white background, mostly empty space, centered composition, dot eyes, round heads, straight-line stick bodies, basic squares and circles, crude hand-lettered labels, zero shading, zero 3D, zero cinematic lighting. Scene: a boxy desktop computer with a dropdown menu labeled MANAGE
6	0:14	16:9 widescreen, intentionally bad amateur MS Paint drawing, simple childish stick-figure style, wobbly hand-drawn thick uneven black outlines, flat solid colors only, completely white background, mostly empty space, centered composition, dot eyes, round heads, straight-line stick bodies, basic squares and circles, crude hand-lettered labels, zero shading, zero 3D, zero cinematic lighting. Scene: a menu box labeled SETTINGS nested inside a bigger box, a small chat speech-bubble window beside it
7	0:17	16:9 widescreen, intentionally bad amateur MS Paint drawing, simple childish stick-figure style, wobbly hand-drawn thick uneven black outlines, flat solid colors only, completely white background, mostly empty space, centered composition, dot eyes, round heads, straight-line stick bodies, basic squares and circles, crude hand-lettered labels, zero shading, zero 3D, zero cinematic lighting. Scene: a price tag labeled DISCOUNT next to three stacked pop-up boxes each reading ARE YOU SURE
8	0:21	16:9 widescreen, intentionally bad amateur MS Paint drawing, simple childish stick-figure style, wobbly hand-drawn thick uneven black outlines, flat solid colors only, completely white background, mostly empty space, centered composition, dot eyes, round heads, straight-line stick bodies, basic squares and circles, crude hand-lettered labels, zero shading, zero 3D, zero cinematic lighting. Scene: two clocks side by side, left labeled 30 SEC, right labeled 30 MIN
9	0:25	16:9 widescreen, intentionally bad amateur MS Paint drawing, simple childish stick-figure style, wobbly hand-drawn thick uneven black outlines, flat solid colors only, completely white background, mostly empty space, centered composition, dot eyes, round heads, straight-line stick bodies, basic squares and circles, crude hand-lettered labels, zero shading, zero 3D, zero cinematic lighting. Scene: a stick figure with a giant question mark floating over its head
10	0:27	16:9 widescreen, intentionally bad amateur MS Paint drawing, simple childish stick-figure style, wobbly hand-drawn thick uneven black outlines, flat solid colors only, completely white background, mostly empty space, centered composition, dot eyes, round heads, straight-line stick bodies, basic squares and circles, crude hand-lettered labels, zero shading, zero 3D, zero cinematic lighting. Scene: a stick figure scratching its head next to a crossed-out devil face
